objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
em_378,DC MilliAmmeter,Triplett Electrical Instrument Co.,,"0-400 MilliAmperes
Model 321-7 (or 1)",Electricity_and_Magnetism,Analog_Meters,,,,,em_378,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_378.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_378_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_378_th.jpg,,,
em_379,DC Ammeter,General Electric Co.,,"0-300 milliamperes
Type DO-41, Model  ABF220",Electricity_and_Magnetism,Analog_Meters,,,,,em_379,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_379.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_379_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_379_th.jpg,,,
em_380,DC Ammeter,,,0-15 Amperes DC,Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_380,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_380.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_380_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_380_th.jpg,,,
em_381,Ohmmeter,Weston Electrical Instrument Co.,,"Model 564,  Type 21",Electricity_and_Magnetism,,Storage Location B2b,,,,em_381,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_381.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_381_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_381_th.jpg,,,
em_382,DC Voltmeter,Hoyt Electrical Instrument Works,,"0-150 Volts
Model 515",Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_382,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_382.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_382_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_382_th.jpg,,,
em_383,AC MilliAmmeter,Weston Electrical Instrument Co.,,"0-100 MilliAmperes
Model 476",Electricity_and_Magnetism,Analog_Meters,,,,,em_383,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_383.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_383_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_383_th.jpg,,,
em_384,DC Ammeter,General Electric Co.,,"0-20 Milliamperes
Type DO-41, Model AAX223",Electricity_and_Magnetism,Analog_Meters,,,,,em_384,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_384.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_384_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_384_th.jpg,,,
em_385,DC VoltAmmeter,Westinghouse Electric Corp.,,"DC VoltAmmeter
Model I-50",Electricity_and_Magnetism,Analog_Meters,Storage Location B2b,,,,em_385,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_385.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_385_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_385_th.jpg,,,
em_386,Galvanometer,Milvay Scientific Instruments,,"A galvanometer is a device for  detecting  electric current. The galvanometer pointer deflection is from electric current passing through a coil immersed in a magnetic field.  

Model 574E",Electricity_and_Magnetism,Galvanometers,Storage Location B2b,,,,em_386,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_386.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_386_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_386_th.jpg,,,
em_387,Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,,,,,em_387,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_387.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_387_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_387_th.jpg,,,
em_390,12-step Inductor,General Radio Co.,,Type III 0,Electricity_and_Magnetism,,Storage Location H3b,,,,em_390,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_390.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_390_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_390_th.jpg,,,
em_392,Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,,,,,em_392,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_392.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_392_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_392_th.jpg,,,
em_413,Sine/Square Wave Generator,The Heath Co.,,"Sine/Square Wave Generator
Model IG-82",Electricity_and_Magnetism,,,,,,em_413,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_413.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_413_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_413_th.jpg,,,
me_001,Homemade Collision Cart,,,,Mechanics,,Located in H9 Display Case,,,,me_001,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_001.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_001_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_001_th.jpg,,,
me_003,Moment of Inertia Apparatus,,,,Mechanics,,Storage Location H3b,,,,me_003,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_003.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_003_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_003_th.jpg,,,
me_008,Iron Rotator,,,,Mechanics,,Display Case B3,,,,me_008,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_008.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_008_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_008_th.jpg,,,
me_009,Atwood's Machine,,,"Atwood's machine is a device to observe the acceleration of a moving system acted upon by small forces. Two unequal masses are hung over a pulley by a light cord. The pulley turns with low friction, and the acceleration of the system of masses can be measured. The mass accelerated is the sum of the two masses on the string, and the force producing acceleration is the difference in the weights of those two masses. In this device, the pulley carrying the cord turns on roller bearings, like those designed by Atwood in the 17th century.

The second image shows the low-friction roller bearings",Mechanics,,Display Case B3,,,,me_009,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_009.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_009_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_009_th.jpg,,,
me_010,Ivory Colliding Balls,James W. Queen & Co.,1895,"Apparatus to demonstrate the conservation of momentum by the collision of balls having very hard surfaces is common, and ivory was a common material for the balls in the nineteenth century and early twentieth century. The use of ivory is not permitted now, and steel is the most common material for the balls. The balls on this apparatus are ivory.",Mechanics,,Display Case B3,,,,me_010,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_010.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_010_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_010_th.jpg,,,
me_011,Magdeburg Hemispheres,James W. Queen & Co.,1885,"In 1654, Otto von Guericke, burgomaster of Magdeburg, performed an experiment using two brass hemispheres which fit together closely to make a sphere and which could be evacuated with a vacuum pump, which von Guericke had invented in 1650. Von Guericke used hemispheres about fourteen inches in diameter, and when as much air as possible had been pumped from them, two teams of horses could not pull the hemispheres apart.

The hemispheres shown here were purchased for $6.00 in 1885.

__________________________________________
Mayor Otto von Guericke of Magdeburg (1602-1686 AD) clearly had a flair for the dramatic. His scientific demonstrations involved props such as guillotines and strongmen. But his most famous public experiment at Regensburg sometime around 1654 (the exact date is uncertain) included what came to be known as the Magdeburg hemispheres. Made of copper or brass, the hemispheres can be joined to form a hollow globe. Using an air pump (which von Guericke also invented), he removed the air from the sphere and showed how 16 horses – 2 teams of 8 each – could not pull the halves apart. The sphere immediately fell apart once air was reintroduced. From this experiment, he showed that the air pressure surrounding the hemispheres, without the counteraction of the pressure normally existing inside the sphere when it was filled with air, made them cling together. Scientists were just beginning to realize that we live under an ocean of air, with the mass of the atmosphere corresponding to a pressure of about 1 kg per cm2. The discovery of the sheer force of the pressure of the atmosphere led to the development of the first steam engines in the 1700s. 

Although the 1600s were a tumultuous time in Magdeburg’s history, von Guericke still found time to contemplate various questions about the nature of space. Aristotle (384-322 BC) proposed that “nature abhors a vacuum,” currently defined as any volume with a lower particle density and gas pressure than the surrounding atmosphere. This postulate would be believed for almost 2000 years. Evangelista Torricelli (1608-1647 AD), one of von Guericke’s contemporaries, demonstrated in 1643 that a vacuum could exist in space above an enclosed column of mercury. However, from astronomical observation of the constancy of the time it took for planets to revolve, von Guericke concluded that space is also a vacuum without friction. He also conducted experiments on the elasticity of air, as well as the relation of air pressure and altitude. Combined with Blaise Pascal’s discovery of the link between atmospheric pressure and weather, von Guericke proposed meteorological stations to gather data to forecast the weather. Other discoveries he is credited with include the magnetization of iron, the invention of a static electricity generator, and the observation of colored shadows. 

-Mira Lamb 2018

References

“Guericke, Otto Von,” accessed April 14, 2017. https://www.accessscience.com:443/content/	guericke-otto-von/m0091124. 

Marquardt, Niels. “Introduction to the principles of vacuum phsyics,” last modified November 	22, 2016. https://cds.cern.ch/record/582156.",Mechanics,,Display Case B2,,,,me_011,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_011.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_011_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_011_th.jpg,,,
me_012,Specific Gravity Float,,,,Mechanics,,Display Case B2,,,,me_012,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_012.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_012_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_012_th.jpg,,,
me_013,Specific Gravity Balance,,,,Mechanics,,Display Case B2,,,,me_013,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_013.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_013_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_013_th.jpg,,,
me_014,Archimedes’ Principle Demonstration,,,,Mechanics,,,,,,me_014,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_014.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_014_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_014_th.jpg,,,
me_015,Pascal’s Paradox,,,,Mechanics,,Display Case B2,,,,me_015,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_015.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_015_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_015_th.jpg,,,
me_016,Vacuum Pump and Bell Jar,James W. Queen & Co.,1885,"This vacuum pump (hand operated by a handle now missing) was made by Jas. W. Queen & Co. and purchased in 1885 for $25.

_________________________________________

In 1654, Otto von Guericke was credited for inventing the first Vacuum pump. It was not until 1660 that Robert Boyle published his New Experiments in which he describes his theory of air pressure (Brush, 13). His theory would then become known as Boyle’s Law in which the volume and absolute pressure of a contained gas are inversely proportional. Until the 17th century, air was an invisible substance that could not be studied or explained. With the invention of the Vacuum pump, the principles of air could not only be studied, but they could be demonstrated in such a way that was ultimately undeniable (Brundtland, 265). This type of demonstration not only depicted scientific discovery, but also commanded a certain amount of excitement. Well into the late 1700’s and early 1800’s, experiments continued in the realms of sound, electricity, and mechanics (Brundtland, 267). 
	Grinnell College bought a vacuum pump in 1885 for 25$ from a fairly well known manufacturer of scientific instruments known as Queen & co. This pump is a single barrel pump with a standard sealable bell jar. Air can be evacuated from the jar by pumping the handle (now missing) up and down.

-Jordan Hamilton 2019

References

Brundtland, T. ""Francis Hauksbee and His Air Pump."" Notes and Records of the Royal Society 66.3 (2012): 253-72. JSTOR. Web.

Brush, Stephen G. ""Gadflies And Geniuses In The History Of Gas Theory."" History of Modern Physical Sciences The Kinetic Theory of Gases (2003): 421-50. JSTOR. Web.",Mechanics,,Display Case B2,,,,me_016,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_016.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_016_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_016_th.jpg,,,
me_017,Nicholson's Hydrometer,,,The Nicholson hydrometer is used to determine the specific gravity of a material more dense than water. The conical cup at the bottom should have enough lead in it that the cylinder floats upright in the water. An index mark is made on the the floating tube above the water level. Then three measurements are made: (1) weights are added to the top pan to press the float down to the index mark; (2) the substance whose density is desired is placed in the top pan and weights are added to depress the float to the index mark again; (3) the substance being examined is placed in the bottom pan and again weights are added to the top pan to bring the float to the index mark. From the values of the weights added in the three conditions the density of the substance can be computed.,Mechanics,,Display Case B2,,,,me_017,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_017.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_017_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_017_th.jpg,,,
me_018,Rotator with Governor,,1885,"Table and all attachments cost $40. Apparatus includes rotator table, Rotator part with brass circles to show shape of rotating earth, other
Rotator part demonstrating centrifugal force (like Watt governor), Doppler whistle, and Rotator crank wheel.",Mechanics,,,,,,me_018,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_018.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_018_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_018_th.jpg,,,
me_019,Rotator Brass Circles to Show Shape of Rotating Earth,,,,Mechanics,,Display Case V1,,,,me_019,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_019.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_019_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_019_th.jpg,,,
me_021,Doppler Whistle for Rotator,,,,Mechanics,,Display Case V1,,,,me_021,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_021.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_021_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_021_th.jpg,,,
me_022,Manometer  5 cm Scale,,,,Mechanics,,Display Case B2,,,,me_022,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_022.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_022_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_022_th.jpg,,,
me_024,Siren Disk,,,,Mechanics,,,,,,me_024,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_024.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_024_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_024_th.jpg,,,
me_025,Foucault Pendulum Ring Support,,,,Mechanics,,,,,,me_025,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_025.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_025_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_025_th.jpg,,,
me_026,Balls Sliding on Rotating Base,,,,Mechanics,,Display Case V1,,,,me_026,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_026.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_026_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_026_th.jpg,,,
me_027,Heat by Friction Using Rotator,,,,Mechanics,,,,,,me_027,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_027.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_027_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_027_th.jpg,,,
me_029,Rotating Globe of Water,,,,Mechanics,,,,,,me_029,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_029.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_029_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_029_th.jpg,,,
me_039,Aneroid Barometer,,,,Mechanics,,,,,,me_039,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_039.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_039_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_039_th.jpg,,,
me_050,Specific Gravity Balance,"Henry Troemner, Inc.",,,Mechanics,,Storage Location H2b,,,,me_050,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_050.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_050_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_050_th.jpg,,,
me_053,Manometer Connelly Model 3806BB,,,,Mechanics,,Storage Location H1a,,,,me_053,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_053.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_053_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_053_th.jpg,,,
me_054,Weights with Tweezers,,,,Mechanics,,,,,,me_054,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_054.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_054_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_054_th.jpg,,,
me_102,Scale,Schaar,,,Mechanics,,,,,,me_102,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_102.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_102_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_102_th.jpg,,,
me_103,Mechanical Vibrator,Central Scientific Co.,,,Mechanics,,,,,,me_103,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_103.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_103_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_103_th.jpg,,,
me_104,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,Dead Storage Room,,,,me_104,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_104.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_104_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_104_th.jpg,,,
me_105,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,,,,,me_105,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_105.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_105_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_105_th.jpg,,,
me_106,Weights,,,,Mechanics,,,,,,me_106,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_106.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_106_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_106_th.jpg,,,
me_200,Mechanical Vibrator,,,,Mechanics,,Dead Storage Room,,,,me_200,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_200.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_200_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_200_th.jpg,,,
me_201,Mechanical Vibrator,Central Scientific Co.,,,Mechanics,,Dead Storage Room,,,,me_201,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_201.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_201_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_201_th.jpg,,,
me_202,Leroy Lettering Set,Keuffel and Esser Co.,,,Mechanics,,Dead Storage Room,,,,me_202,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_202.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_202_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_202_th.jpg,,,
me_204,Resonance Box,Central Scientific Co.,,,Mechanics,,,,,,me_204,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_204.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_204_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_204_th.jpg,,,
me_206,Scale,Christian Becker Inc.,,,Mechanics,,,,,,me_206,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_206.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_206_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_206_th.jpg,,,
me_207,Rolling Double Cone,,,"The rolling double cone serves as a demonstration of how gravity acts on an object’s center of mass. When released, the edges of the rolling double cone appear to move up its triangular support, but in reality the cone’s center of mass is still rolling downwards. The concept of the center of mass is older than the rolling double cone, which seems to have become a popular instrument in the 1700s. Some early versions of the cone were less elegantly constructed from rulers and screws, and could produce results that were unreliable. Nevertheless, its simplicity made it a useful and easy-to-understand demonstration when well carried out, and it was well-known in England by the eighteenth century. Several textbooks and course outlines from that time period cite it as one of the more important phenomena to be understood when it came to understanding laws of gravity and motion. The rolling double cone experiment was used in classrooms and illustrated and explained in textbooks to help explain to students how gravity worked. It is still being used in introductory physics classes at Grinnell today, as a way of demonstrating the importance of the concept of center of mass, and to show how counterintuitive it can be.

-Lilly Haight 2018

References

Clarke, Henry. The rationale of circulating numbers, with the investigations of all the rules and peculiar processes used in that part of decimal arithmetic. To which are added, several curious mathematical questions; With Some Useful Remarks on Adfected Equations, and the Doctrine of Fluxions. Adapted to the Use of Schools. London, 1777, pp. 89. 

Desaguliers, John T. A course of mechanical and experimental philosophy. Whereby any one, although unskill'd in mathematical sciences, may be able to understand all those phænomena of nature, which have been discovered by geometrical principles. London, 1725, pp. 3. 

Desaguliers, John T. A course of experimental philosophy. London, 1763. 

Worster, Benjamin. A Course of Experimental Philosophy. London, 1730.",Mechanics,,Storage Location H4a,,,,me_207,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_207.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_207_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_207_th.jpg,,,
me_210,Scale,,,,Mechanics,,Storage Location F2b,,,,me_210,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_210.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_210_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_210_th.jpg,,,
me_212,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,Storage Location F2b,,,,me_212,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_212.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_212_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_212_th.jpg,,,
me_213,Scale,"Fairbanks Scales, Inc.",,,Mechanics,,Storage Location F2b,,,,me_213,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/me_213.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/me_213_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/me_213_th.jpg,,,
mr_001,"Meteorite ""Seagraves""",,1989,"Origin: Seagraves, TX
Catalog Number: Seagraves
Sample Weight: 1418 g
Total Weight: 59 lbs.

An L5 chondrite with excellent black fusion crust. Polished full slice shows chondrules, metal, and crust.

from Tiara Observatory",Meteorites,,Display Case F3,,,,mr_001,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/mr_001.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/mr_001_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/mr_001_th.jpg,,,
mr_002,"Meteorite ""Allende""",,1969,"Origin: Allende, Mexico
Catalog Number: H103.81
Sample Weight: 80.1 g

Rare carbonaceous chondrite with gray to black fusion crust on outer surface is dull and characteristic of this type of meteorite. This is the type of meteorite is being analyzed in the search for extraterrestrial life.",Meteorites,,Display Case F3,,,,mr_002,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/mr_002.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/mr_002_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/mr_002_th.jpg,,,
mr_003,"Meteorite ""Charlevoix""",,1966,"Origin: Charlevoix, Quebec
Catalog Number: C16
Sample Weight: 524.3 g

Not a meteorite, but a rock showing shattercone structure, which is evidence of a giant meteorite impact. Crater is 35 miles in diameter and is estimated to be 325 mil. years old. No meteorite fragments have been found.

Acquired from Tiara Observatory",Meteorites,,Display Case F3,,,,mr_003,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/mr_003.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/mr_003_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/mr_003_th.jpg,,,
mr_004,"Meteorite ""Harrisonville""",,,"Origin: Harrisonville, MO
Catalog Number: 176.28
Sample Weight: 1025.9 g
Type: Aerolite

from H.H. Nininger",Meteorites,,Display Case F3,,,,mr_004,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/mr_004.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/mr_004_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/mr_004_th.jpg,,,
mr_005,"Meteorite ""Gretna""",,1912,"Origin: Gretna, IA
Sample Weight: 979.5 g
Total Weight: 58.7 kg

L5 olivine-hypersthene chondrite. Original red-brown fusion crust shows on one surface. Grains of metal are in pure metal phase and are Ni-Fe grains interspersed with some grains of a bronze color that are FeS (Triolite).

Acquired from H.H. Nininger",Meteorites,,Display Case F3,,,,mr_005,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/mr_005.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/mr_005_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/mr_005_th.jpg,,,
mr_006,"Meteorite ""Beenham""",,1937,"Origin: Union Co., NM
Catalog Number: 414.50
Sample Weight: 1007.7 g
Total Weight: 45 lbs.
Type: Aerolite

Acquired from H.H. Nininger",Meteorites,,Display Case F3,,,,mr_006,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/mr_006.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/mr_006_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/mr_006_th.jpg,,,
